comment,list of emojis,sentiment ranking
جاتني الغمة الله ينجينا من داك الحجر,0,0
🤔زعما,0,0
هاد الحجر لعبة باش يتسلفو ويقولو غنعطيو الشعب  واحد 800,0,0
هل يعقل كل من توفى يسجل مع وفيات كورونا هل يعقل مل مصاب بالافلونزا الموسمية يسجل كأنه مصاب  بكورونا,0,0
نشاءلله الحجر ااصحي,0,0
هي تناكت,0,0
@issamrhimmes,0,0
الى دارو الحجر الصحي الناس شنو تاكل لحجر ولا عطيوهم لفلوس يكلسو فدار حتى عام,0,0
يا ربي ش زلزال حكومي و نتهناوا من هاد الكمامر,0,0
Sa majesté le roi Mohamed 6 d3aaaaaf bzf,0,0
حكومة فاشلة للاسف,0,0
كون غير بقينا منا لسيدنا و الله معرفت علاش كاينين الوزراء و النواب و رئيس الحكومه عمرنا شفنا شي حد فالتلفازه يخرج يشرح لينا غير اش كاين ولا يعرفونا على اش كيديرو ديما كنشوفو سيدنا فالواجهه هو لي واقف,0,0
المصحات بالرباط و تطوان لا تستقبل هدا ماسمعته من اناس بالرباط و من بنت راجل توفي رحمة الله عليه لم يقبلوا ان يدخل المستشفى هناك ، وتوفي في المستشفى و لفقوا له تهمة كوفيد و خرجت بنته ضد هدا البهتان لان الرجل قام قبل موته بالتحليلة وكانت سلبية،  والفيديو يوجد بيوتوب ، وفضحت المستشفى ، واعطيت لها ورقة انه ليس مريض بكوفيد ، ادا كنت تريدين او تريد الاحصائيات اعطيك الاحصائيات ، ارسلك في الخاص ، والكلام الساقط ليس لي وقت ان ارد عليه التخربيق ، كلام الفاشلين الدين يتبعون القطيع,0,0
نحن نسير بخطى ثابتة نحو حجر صحي ثاني. و هو ما لا نريده بكل جوارحنا.,0,0
,0,0
ابن كيران، خاصو يرجع 7مليون عاد ممكن يواجه الناس، لأنه كان يدعي محاربة الريع ويتغنى به، فإذا بنا نكتشف انه ينغمس فيه,0,0
وا السي رمضاني  مدا اقول لك انسان مجتهد نفس الإسالة لس كنتمناو نطرحوها تكون سباق انت اليها صحافي في المستوى مزيد من التالق والاسترارية برافو 👍 الله اكمل,0,0
🤦‍♂️,0,0
😂😂😂😂😂😂,0,0
👏👏👏,0,0
ماشاء الله عليك اسي الرمضاني تعجبني برنامج ديالك مصاب لوكانوا شي 10الصحافيين بحالك في المغرب نكونوا بخير 👍🏽👍🏽مسيرة موفقة باذن الله,0,0
فين نقدرو نشوفو لحلقة كاملة سي رمضاني الله يجزيك بلخير.,0,0
الاب ديالها استاد في إعدادية في تمارة ماشاء الله مربيهم أحسن تربية وهو استاد من احسن الأساتذة ❤,0,0
الفلوس يديرو الطريق في البحر,0,0
متشوقين ومتشوكين لهاد الحلقة اراك لفراجة👏👏👏,0,0
ما فهمتش علاش منين كيخرجوا من حزب العدالة و التنمية كيبداو يطليو الماكياج و الحجاب كيتزير شوية و كيقصار اذن عندهم يقين ان لا احد يقبلهم على طبيعتهم,0,0
ما فهمتش علاش منين كيخرجوا من حزب العدالة و التنمية كيبداو يطليو الماكياج و الحجاب كيتزير شوية و كيقصار اذن عندهم يقين ان لا احد يقبلهم على طبيعتهم,0,0
سبحان الله أتقول تفقتوا  عليهم الإعلام كامل  هذ الأواخير طالق سمو على العدالة والتنمية  العشبي .باسو. الرمضاني... ياكما أخناتيتش عطا التعليمات 🙄🙄,0,0
حزب منحوس علا المغرب 😏😏😏,0,0
واعر واعر خويا رضوان أو حت الحلقة غادي تكون زوينة. سخونة وبصح  نيت بدون لغة الخشب أو شكر حت البرلمانية السابقة لي دازت معاك اعتماد الزهيدي.,0,0
عجباتني الكلمة لي قالت خاص الحزب ادوب في الدولة كيف ماهي دابت وبان عليها الذوبان في اللبس ديالها ولو انها حرة ف راسها ... باراكا منكدبوا والله واخا تجيب الحزب الديمقراطي ولا الجمهوري ديال امريكا لا تفروا فبلادنا ...المشكل اكبر من الاحزاب ودكواليس السياسة او التدبير السياسي في بلادنا اكبر من كلام وحدة كل ما نقدر نقول عليها مبتدئة سياسيا ... العدالة والتنمية تقرصوا فودنيهم في الولاية الاولى منين تجرأو على اشياء كبيرة او محضورة راكم عارفين نوع القرصة ...لهدا متوقعوش انه يجي حزب ويقفز بالبلاد لميزانيتها كتر من نصها كتمشي فاشياء لا في التدبير ... الحاصول لي مزال غادي يصوت على شي حد ف ٢٠٢١ بلا ما يشكي من بعد ... دابا تحرك الفلوس وتحرك معاها شراء الذمم...وشكرا,0,0
حزب الشفرة وقلت الظمير,0,0
شكون هاذي 😲,0,0
كانت مؤطرتي فالمخيم ملي كانت مع الكشفية كانت الصراحة الله يعمرها دار اخلاق عالية و زوينة كتر بلا مكياج ما شاء الله سمحيليا اختي اعتماد قبل كنتي احسن و مفعمة بالعمل الجمعوي,0,0
Hhhhhhh tayrni,0,0
سولها على باريس هيا و بوانو,0,0
هاد الحزقة لاروب كنت غادي نضربها واحد النهار فملتقى الشبيبة بأكادير,0,0
قهرتينا بالبجيدي حزب اكرهه اووووف,0,0
@touriaelmoudde  صديقة الطفولة اعتماد,0,0
حزب الشلاهبية الدين بريء منهم,0,0
Awal mra ghantfraj fchihaj man 3ndak chw9atni had l7l9a  nhar jm3a fina w9ita nchallah 🎤🎤🎤👩‍⚖👩‍⚖,0,0
الحقيقة في دقيقة حزب زيف و اللحية,0,0
chakhda clash 🤣🤣,0,0
Stp m3ash katkon lhal9a??,0,0
طيحتي النيفوا ا طون طون الماداني,0,0
اعتماد الوجه الاخر لحزب العدالة والتنمية تلك الفئة الشابة التي تروض,0,0
عطاوك العضوية 🙄🤣 هذ الحلقة مشوِّقة .  تحية لسي الرمضاني برنامج فالمستوى.,0,0
احزاب سلطة ظلم كلشي و هدا ليس حجاب 😢,0,0
بدون  لغت  خبش,0,0
الصحفي الحقيقي ملي كيستاضف شي ضيف وهو عارف ان داك الضيف ضد جهة ما، راه خاص الصحفي يكون كيطرح الأسئلة كأنه مؤيد لتلك الجهة ماشي يمشي معاه فالطريق ويعاون الضيف في الطرح ديالو، أما لي كيبان فهاد البرومو راك نتا جبتي الضيف باش تعاونو ماشي باش (تحاسبو)  راه الصحافة فالمغرب غا إشاعة إلا القليل القليل,0,0
واش هادي هي مولات. المغربي يعيش ب 20 درهم فالنهار...؟؟,0,0
بالمغربية دارت فراسها الضحك ..من البداية كانت بعيدة على السياسة وحتى لدابا ..دخلت بزي و لون عيون ..و الان تحاول الدخول بسروال و لسان ..عليها ان تقف قليلا و تعرف أي وجهة تريد,0,0
القضية مشحرة اولد ما 😂😂 ارا برع بلفراشي هههه سير على الله,0,0
حوار في جلسة مغربية بلدية عريقة واصيلة الثرات المغربي برافو الرمضاني,0,0
باي باي ترامب,0,0
,0,0
Sir,0,0
سير تحوا بسلتي نتا أو هاد الفرقة ديال الشلاهبية سير ما بعنا ما شرينا,0,0
بضاوة حواوكم ب 7 شكون للي مشوه دبا,0,0
الرمضاني يقصف ولا يبالي 😂😂😂 حمدالله لا اندماج لا حليب ههههه من الحمري او فتامين 🍊🍊🍊🍊 رجعت اسم مدينة بركان او النهضة البركانية  علا كل فم مغربي او أفريقيا ولينا نعدبو من يقولو لهم تاريخ أيام الفساد فالجامعة سلات دبا مع طونطو لقجع مكان لافساد لا رشوة  لي فجعبا ديالو شي حاجة يخرجها / فوق البيضاء متقوبين الي روتور او بركان غادي تجيبلكم الثأر مالك ممرتاحش او مخلوع المقموع 😂😂😂😂😂🐒🐒🐒🐒🐒🐒🐒,0,0
😂😂🧡🧡,0,0
مغي,0,0
مغيديرو والو المصريين خداو جرعات من الثقة الزائدة كون الوداد تقاتل مع الاهلي ف الماتش الاول مكانوش غيزعمو علينا فراقي الاخرين دابا جعرو,0,0
تاش كتخور تيقتي ربحتي الكاف بالكرة الله اعطينا وجهك قجيعة مقاد ليكم اللعب تحت الطبلة,0,0
Dima berkan 😍😍😍 o lihesedena yemote yekhebeche hhhhh,0,0
😂😂 kon mal9j3 ka3ma yhlmo bl kaf,0,0
وا سير تقود,0,0
🍋,0,0
Nta sa7afi ach dak lhad tbrhich,0,0
Kima kan raja katjibha b dra3ha Machi. ( bak sa7bi),0,0
🧡🧡,0,0
اللي ضربنا قاااعو ماااايهمنا صداعوو( 3-7)😂😂😂😂😂😂😂😂,0,0
👏,0,0
مكلخ نتا حقالرب,0,0
Hahya jayakoum sccm,0,0
Jibou gha serwalkoum ntouma li hazinou b 7 ou dik sa3a ta la dwitou jat m3akom 😂,0,0
هذا نسميوه الدقان ولا شنو زعمة اسي الرمضاني جينا وااقف🤔,0,0
🧡🍊🍹,0,0
"السي الرمضاني واش ديك ""الرومبا"" باقي فيها.. اللتشينة.. ولا حيدوها 😁🍊",0,0
😂😂😂😂,0,0
مضاني طناز ولد اللدينا🤣,0,0
كون واقعي خويا بركان فريق زوين كي لعب كوره لكن لقجع هو كلشي راه بزاااااف نفكرك ماتشات كلهم لي كتلعب فيهم بركان فيهم لقجع صاحبي بلا نفاق راه حشومة شنو انت هو لمكلف كلشي خاصك دافع على فرق ديال المغرب هو باغي مقعد في............. راكم عرفين,0,0
